bookID,title,short_title
6989, Ancient Rome : from the earliest times down to 476 A. D.,Ancient Rome : from the earliest times down to 476 A. D.
699, A Child's History of England,A Child's History of England
6991, Across the Years,Across the Years
6992, Belinda: An April Folly in Three Acts,Belinda: An April Folly in Three Acts
6993, The Lord of the Sea,The Lord of the Sea
6997, The Winning of Barbara Worth,The Winning of Barbara Worth
6998, The Spanish Chest,The Spanish Chest
6999, How to Live a Holy Life,How to Live a Holy Life
7, The Mayflower Compact,The Mayflower Compact
700, The Old Curiosity Shop,The Old Curiosity Shop
7002, Life of George Washington - Volume 01,Life of George Washington - Volume 01
7003, The Antiquary - Volume 01,The Antiquary - Volume 01
7004, The Antiquary - Volume 02,The Antiquary - Volume 02
7005, The Antiquary - Complete,The Antiquary - Complete
7006, Bonnie Prince Charlie : a Tale of Fontenoy and Culloden,Bonnie Prince Charlie : a Tale of Fontenoy and Culloden
7007, The True Story of My Life: A Sketch,The True Story of My Life: A Sketch
7008, The City of Fire,The City of Fire
701, The King of the Golden River,The King of the Golden River
7010, Graded Lessons in English|An Elementary English Grammar Consisting of One Hundred Practical Lessons, Carefully Graded and Adapted to the Class-Room,Graded Lessons in English
7011, The Flood,The Flood
7014, Personal Narrative of Travels to the Equinoctial Regions of America, During the Year 1799-1804 - Volume 2,Personal Narrative of Travels to the Equinoctial Regions of America, During the Year 1799-1804 - Volume 2
7016, Adventures in the Land of Canaan,Adventures in the Land of Canaan
7018, A Collection of Scotch Proverbs,A Collection of Scotch Proverbs
7019, For Auld Lang Syne: A Book Of Friendship,For Auld Lang Syne: A Book Of Friendship
702, Somebody's Little Girl,Somebody's Little Girl
7020, Louis Agassiz as a Teacher; illustrative extracts on his method of instruction,Louis Agassiz as a Teacher; illustrative extracts on his method of instruction
7021, Indian Frontier Policy; an historical sketch,Indian Frontier Policy; an historical sketch
7023, Rob Roy - Volume 01,Rob Roy - Volume 01
7024, Rob Roy - Volume 02,Rob Roy - Volume 02
7025, Rob Roy - Complete,Rob Roy - Complete
7026, Children's Edition of Touching Incidents and Remarkable Answers to Prayer,Children's Edition of Touching Incidents and Remarkable Answers to Prayer
7027, A Hive of Busy Bees,A Hive of Busy Bees
7028, The Clicking of Cuthbert,The Clicking of Cuthbert
7029, Book of Etiquette, Volume II,Book of Etiquette, Volume II
703, Lucasta,Lucasta
7030, Field and Hedgerow: Being the Last Essays of Richard Jefferies,Field and Hedgerow: Being the Last Essays of Richard Jefferies
7031, The Sheik: A Novel,The Sheik: A Novel
7035, The Hero of Hill House,The Hero of Hill House
7036, The Poorhouse Waif and His Divine Teacher: A True Story,The Poorhouse Waif and His Divine Teacher: A True Story
7037, Beric the Briton : a Story of the Roman Invasion,Beric the Briton : a Story of the Roman Invasion
7038, Personal Experiences of S. O. Susag,Personal Experiences of S. O. Susag
7039, The Angel Adjutant of Twice Born Men,The Angel Adjutant of Twice Born Men
704, The Mansion,The Mansion
7045, Marching Men,Marching Men
7046, Annals and Reminiscences of Jamaica Plain,Annals and Reminiscences of Jamaica Plain
7047, Back to Billabong,Back to Billabong
7050, The Swoop! or, How Clarence Saved England: A Tale of the Great Invasion,The Swoop! or, How Clarence Saved England: A Tale of the Great Invasion
7052, Dr. Heidenhoff's Process,Dr. Heidenhoff's Process
7055, Gone to Earth,Gone to Earth
7056, Along the Shore,Along the Shore
7057, David Poindexter's Disappearance, and Other Tales,David Poindexter's Disappearance, and Other Tales
7058, Mankind in the Making,Mankind in the Making
7059, Peregrine's Progress,Peregrine's Progress
706, The Amateur Cracksman,The Amateur Cracksman
7060, At Agincourt,At Agincourt
7061, A March on London: Being a Story of Wat Tyler's Insurrection,A March on London: Being a Story of Wat Tyler's Insurrection
7062, A Daughter of Fife,A Daughter of Fife
7063, A Terrible Secret: A Novel,A Terrible Secret: A Novel
7065, Children of the Bush,Children of the Bush
7066, Under the Prophet in Utah; the National Menace of a Political Priestcraft,Under the Prophet in Utah; the National Menace of a Political Priestcraft
7069, Expositions of Holy Scripture: Genesis, Exodus, Leviticus and Numbers,Expositions of Holy Scripture: Genesis, Exodus, Leviticus and Numbers
707, Raffles: Further Adventures of the Amateur Cracksman,Raffles: Further Adventures of the Amateur Cracksman
7070, The Treasure of the Incas: A Story of Adventure in Peru,The Treasure of the Incas: A Story of Adventure in Peru
7071, In Times of Peril: A Tale of India,In Times of Peril: A Tale of India
7074, Beauty and the Beast,Beauty and the Beast
7075, The Idol of Paris,The Idol of Paris
7076, Prisoner for Blasphemy,Prisoner for Blasphemy
7077, We Can't Have Everything: A Novel,We Can't Have Everything: A Novel
7079, The Companions of Jehu,The Companions of Jehu
708, The Princess and the Goblin,The Princess and the Goblin
7081, The Motor Girls on Cedar Lake; Or, the Hermit of Fern Island,The Motor Girls on Cedar Lake; Or, the Hermit of Fern Island
7082, Lives of the Necromancers,Lives of the Necromancers
7083, Venetian Life,Venetian Life
7084, A Girl Among the Anarchists,A Girl Among the Anarchists
7085, Fanshawe,Fanshawe
7087, Gaut Gurley; Or, the Trappers of Umbagog: A Tale of Border Life,Gaut Gurley; Or, the Trappers of Umbagog: A Tale of Border Life
7088, The Pilgrim's Progress in Words of One Syllable,The Pilgrim's Progress in Words of One Syllable
7089, The Consolidator; or, Memoirs of Sundry Transactions from the World in the Moon,The Consolidator; or, Memoirs of Sundry Transactions from the World in the Moon
709, The Princess and Curdie,The Princess and Curdie
7090, The Little Immigrant,The Little Immigrant
7091, The Yosemite,The Yosemite
7097, Autobiography of Ma-ka-tai-me-she-kia-kiak, or Black Hawk,Autobiography of Ma-ka-tai-me-she-kia-kiak, or Black Hawk
71, On the Duty of Civil Disobedience,On the Duty of Civil Disobedience
710, Love of Life, and Other Stories,Love of Life, and Other Stories
7100, Adventures of Huckleberry Finn, Chapters 01 to 05,Adventures of Huckleberry Finn, Chapters 01 to 05
7101, Adventures of Huckleberry Finn, Chapters 06 to 10,Adventures of Huckleberry Finn, Chapters 06 to 10
7102, Adventures of Huckleberry Finn, Chapters 11 to 15,Adventures of Huckleberry Finn, Chapters 11 to 15
7103, Adventures of Huckleberry Finn, Chapters 16 to 20,Adventures of Huckleberry Finn, Chapters 16 to 20
7104, Adventures of Huckleberry Finn, Chapters 21 to 25,Adventures of Huckleberry Finn, Chapters 21 to 25
7105, Adventures of Huckleberry Finn, Chapters 26 to 30,Adventures of Huckleberry Finn, Chapters 26 to 30
7106, Adventures of Huckleberry Finn, Chapters 31 to 35,Adventures of Huckleberry Finn, Chapters 31 to 35
7107, Adventures of Huckleberry Finn, Chapters 36 to the Last,Adventures of Huckleberry Finn, Chapters 36 to the Last
711, Allan Quatermain,Allan Quatermain
7110, Rose and Roof-Tree - Poems,Rose and Roof-Tree - Poems
7112, Erema; Or, My Father's Sin,Erema; Or, My Father's Sin
7114, Une Vie, a Piece of String and Other Stories,Une Vie, a Piece of String and Other Stories
7118, What Maisie Knew,What Maisie Knew
7119, The Dolliver Romance,The Dolliver Romance
712, Thomas Jefferson, a Character Sketch,Thomas Jefferson, a Character Sketch
7120, Knock, Knock, Knock and Other Stories,Knock, Knock, Knock and Other Stories
7122, The Emigrant Mechanic and Other Tales in Verse|Together with Numerous Songs Upon Canadian Subjects,The Emigrant Mechanic and Other Tales in Verse
7124, The Coral Island: A Tale of the Pacific Ocean,The Coral Island: A Tale of the Pacific Ocean
7125, Catherine Booth - a Sketch,Catherine Booth - a Sketch
7126, The Treaties of Canada with the Indians of Manitoba and the North-West Territories|Including the Negotiations on Which They Were Based, and Other Information Relating Thereto,The Treaties of Canada with the Indians of Manitoba and the North-West Territories
7127, Malcolm,Malcolm
7128, Indian Fairy Tales,Indian Fairy Tales
7129, The Prospective Mother, a Handbook for Women During Pregnancy,The Prospective Mother, a Handbook for Women During Pregnancy
713, Memoirs of Extraordinary Popular Delusions - Volume 2,Memoirs of Extraordinary Popular Delusions - Volume 2
7131, The History of the United States from 1492 to 1910, Volume 1|From Discovery of America October 12, 1492 to Battle of Lexington April 19, 1775,The History of the United States from 1492 to 1910, Volume 1
7132, The Purple Land|Being the Narrative of One Richard Lamb's Adventures in The Banda OrientÃ¡l, in South America, as Told By Himself,The Purple Land
7133, The Great Conspiracy, Volume 1,The Great Conspiracy, Volume 1
7134, The Great Conspiracy, Volume 2,The Great Conspiracy, Volume 2
7135, The Great Conspiracy, Volume 3,The Great Conspiracy, Volume 3
7136, The Great Conspiracy, Volume 4,The Great Conspiracy, Volume 4
7137, The Great Conspiracy, Volume 5,The Great Conspiracy, Volume 5
7138, The Great Conspiracy, Volume 6,The Great Conspiracy, Volume 6
7139, The Great Conspiracy, Volume 7,The Great Conspiracy, Volume 7
714, The Bobbsey Twins in the Country,The Bobbsey Twins in the Country
7140, The Great Conspiracy, Complete,The Great Conspiracy, Complete
7143, The Strange Cabin on Catamount Island,The Strange Cabin on Catamount Island
7144, While the Billy Boils,While the Billy Boils
7146, Cecilia; Or, Memoirs of an Heiress - Volume 2,Cecilia; Or, Memoirs of an Heiress - Volume 2
7149, The Poetical Works of Henry Kirk White : With a Memoir by Sir Harris Nicolas,The Poetical Works of Henry Kirk White : With a Memoir by Sir Harris Nicolas
715, The Moon Endureth: Tales and Fancies,The Moon Endureth: Tales and Fancies
7150, Science & Education: Essays,Science & Education: Essays
7152, Cecilia; Or, Memoirs of an Heiress - Volume 3,Cecilia; Or, Memoirs of an Heiress - Volume 3
7153, Elder Conklin and Other Stories,Elder Conklin and Other Stories
7154, The Prince and the Pauper, Part 1.,The Prince and the Pauper, Part 1.
7155, The Prince and the Pauper, Part 2.,The Prince and the Pauper, Part 2.
7156, The Prince and the Pauper, Part 3.,The Prince and the Pauper, Part 3.
7157, The Prince and the Pauper, Part 4.,The Prince and the Pauper, Part 4.
7158, The Prince and the Pauper, Part 5.,The Prince and the Pauper, Part 5.
7159, The Prince and the Pauper, Part 6.,The Prince and the Pauper, Part 6.
716, The Cruise of the Jasper B.,The Cruise of the Jasper B.
7160, The Prince and the Pauper, Part 7.,The Prince and the Pauper, Part 7.
7161, The Prince and the Pauper, Part 8.,The Prince and the Pauper, Part 8.
7162, The Prince and the Pauper, Part 9.,The Prince and the Pauper, Part 9.
7164, Gitanjali,Gitanjali
7169, M\xe2rkandeya Pur\xe2na, Books VII and VIII,M\xe2rkandeya Pur\xe2na, Books VII and VIII
717, Chita: A Memory of Last Island,Chita: A Memory of Last Island
7170, The Life and Genius of Nathaniel Hawthorne,The Life and Genius of Nathaniel Hawthorne
7171, Linda Condon,Linda Condon
7172, Early Plays - Catiline, the Warrior's Barrow, Olaf Liljekrans,Early Plays - Catiline, the Warrior's Barrow, Olaf Liljekrans
7174, The Marquis of Lossie,The Marquis of Lossie
7176, A Letter to a Hindu,A Letter to a Hindu
7179, Beside the Bonnie Brier Bush,Beside the Bonnie Brier Bush
718, Tono-Bungay,Tono-Bungay
7180, Handy Andy, Volume 2 - a Tale of Irish Life,Handy Andy, Volume 2 - a Tale of Irish Life
7181, The Bushman - Life in a New Country,The Bushman - Life in a New Country
7183, Doctor Grimshawe's Secret - a Romance,Doctor Grimshawe's Secret - a Romance
7187, Seven English Cities,Seven English Cities
7188, Higher Lessons in English: A work on English grammar and composition,Higher Lessons in English: A work on English grammar and composition
7189, A Short History of the Great War,A Short History of the Great War
7190, The Biography of a Rabbit,The Biography of a Rabbit
7193, The Adventures of Tom Sawyer, Part 1.,The Adventures of Tom Sawyer, Part 1.
7194, The Adventures of Tom Sawyer, Part 2.,The Adventures of Tom Sawyer, Part 2.
7195, The Adventures of Tom Sawyer, Part 3.,The Adventures of Tom Sawyer, Part 3.
7196, The Adventures of Tom Sawyer, Part 4.,The Adventures of Tom Sawyer, Part 4.
7197, The Adventures of Tom Sawyer, Part 5.,The Adventures of Tom Sawyer, Part 5.
7198, The Adventures of Tom Sawyer, Part 6.,The Adventures of Tom Sawyer, Part 6.
7199, The Adventures of Tom Sawyer, Part 7.,The Adventures of Tom Sawyer, Part 7.
72, Thuvia, Maid of Mars,Thuvia, Maid of Mars
720, Almayer's Folly: A Story of an Eastern River,Almayer's Folly: A Story of an Eastern River
7200, The Adventures of Tom Sawyer, Part 8.,The Adventures of Tom Sawyer, Part 8.
7208, Kathleen,Kathleen
721, The Birds' Christmas Carol,The Birds' Christmas Carol
7210, The Motor Girls on Waters Blue; Or, the Strange Cruise of the Tartar,The Motor Girls on Waters Blue; Or, the Strange Cruise of the Tartar
7213, My Life and Work,My Life and Work
7214, Pan,Pan
722, James Otis, the Pre-Revolutionist,James Otis, the Pre-Revolutionist
7222, Fra Bartolommeo,Fra Bartolommeo
7223, The Belgian Cookbook,The Belgian Cookbook
7224, Within You is the Power,Within You is the Power
7227, Mornings in Florence,Mornings in Florence
7228, Laura Secord, the heroine of 1812: A Drama; and Other Poems,Laura Secord, the heroine of 1812: A Drama; and Other Poems
7229, Rujub, the Juggler,Rujub, the Juggler
723, Henry James, Jr.,Henry James, Jr.
7230, Not George Washington - an Autobiographical Novel,Not George Washington - an Autobiographical Novel
7231, Light O' the Morning: The Story of an Irish Girl,Light O' the Morning: The Story of an Irish Girl
7234, Species and Varieties, Their Origin by Mutation,Species and Varieties, Their Origin by Mutation
7235, The Bride of Fort Edward: Founded on an Incident of the Revolution,The Bride of Fort Edward: Founded on an Incident of the Revolution
7237, Roving East and Roving West,Roving East and Roving West
7239, Men, Women, and Boats,Men, Women, and Boats
724, The Man of Letters as a Man of Business,The Man of Letters as a Man of Business
7241, Fables of La Fontaine - a New Edition, with Notes,Fables of La Fontaine - a New Edition, with Notes
7242, A Connecticut Yankee in King Arthur's Court, Part 1.,A Connecticut Yankee in King Arthur's Court, Part 1.
7243, A Connecticut Yankee in King Arthur's Court, Part 2.,A Connecticut Yankee in King Arthur's Court, Part 2.
7244, A Connecticut Yankee in King Arthur's Court, Part 3.,A Connecticut Yankee in King Arthur's Court, Part 3.
7245, A Connecticut Yankee in King Arthur's Court, Part 4.,A Connecticut Yankee in King Arthur's Court, Part 4.
7246, A Connecticut Yankee in King Arthur's Court, Part 5.,A Connecticut Yankee in King Arthur's Court, Part 5.
7247, A Connecticut Yankee in King Arthur's Court, Part 6.,A Connecticut Yankee in King Arthur's Court, Part 6.
7248, A Connecticut Yankee in King Arthur's Court, Part 7.,A Connecticut Yankee in King Arthur's Court, Part 7.
7249, A Connecticut Yankee in King Arthur's Court, Part 8.,A Connecticut Yankee in King Arthur's Court, Part 8.
725, Men of Invention and Industry,Men of Invention and Industry
7250, A Connecticut Yankee in King Arthur's Court, Part 9.,A Connecticut Yankee in King Arthur's Court, Part 9.
7251, Sweet Cicely - or Josiah Allen as a Politician,Sweet Cicely - or Josiah Allen as a Politician
7252, The Women Who Came in the Mayflower,The Women Who Came in the Mayflower
7254, Personal Narrative of Travels to the Equinoctial Regions of America, During the Year 1799-1804 - Volume 3,Personal Narrative of Travels to the Equinoctial Regions of America, During the Year 1799-1804 - Volume 3
7256, The Gift of the Magi,The Gift of the Magi
7259, Shock and Awe - Achieving Rapid Dominance,Shock and Awe - Achieving Rapid Dominance
726, A Psychological Counter-Current in Recent Fiction,A Psychological Counter-Current in Recent Fiction
7261, The Siksha-Patri of the Svami-Narayana Sect,The Siksha-Patri of the Svami-Narayana Sect
7262, The Country Housewife and Lady's Director in the Management of a House, and the Delights and Profits of a Farm,The Country Housewife and Lady's Director in the Management of a House, and the Delights and Profits of a Farm
7265, The History of Pendennis,The History of Pendennis
727, The Star-Spangled Banner,The Star-Spangled Banner
7275, Ezra Pound: His Metric and Poetry,Ezra Pound: His Metric and Poetry
7277, The Green Fairy Book,The Green Fairy Book
7278, Horace,Horace
728, Emile Zola,Emile Zola
7280, My Boyhood,My Boyhood
7281, Tom Cringle's Log,Tom Cringle's Log
7282, The Captivi and the Mostellaria,The Captivi and the Mostellaria
7283, Short Stories and Selections for Use in the Secondary Schools,Short Stories and Selections for Use in the Secondary Schools
729, Hackers, Heroes of the Computer Revolution|Chapters 1 and 2,Hackers, Heroes of the Computer Revolution
7294, Battle Studies; Ancient and Modern Battle,Battle Studies; Ancient and Modern Battle
7295, A Woman's Life-Work - Labors and Experiences of Laura S. Haviland,A Woman's Life-Work - Labors and Experiences of Laura S. Haviland
7296, John M. Synge: a Few Personal Recollections, with Biographical Notes,John M. Synge: a Few Personal Recollections, with Biographical Notes
7298, William Tell Told Again,William Tell Told Again
7299, Obiter Dicta,Obiter Dicta
73, The Red Badge of Courage: An Episode of the American Civil War,The Red Badge of Courage: An Episode of the American Civil War
730, Oliver Twist,Oliver Twist
7302, My Friends at Brook Farm,My Friends at Brook Farm
7303, Equality,Equality
7304, The Life of Captain Matthew Flinders,The Life of Captain Matthew Flinders
7307, The Precipice,The Precipice
7308, The History of Mr. Polly,The History of Mr. Polly
731, History of the Decline and Fall of the Roman Empire - Volume 1,History of the Decline and Fall of the Roman Empire - Volume 1
7310, Mr. Pim Passes By: A Comedy in Three Acts,Mr. Pim Passes By: A Comedy in Three Acts
7318, The Bravest of the Brave - or, with Peterborough in Spain,The Bravest of the Brave - or, with Peterborough in Spain
7319, Good Sense,Good Sense
732, History of the Decline and Fall of the Roman Empire - Volume 2,History of the Decline and Fall of the Roman Empire - Volume 2
7320, Afghanistan and the Anglo-Russian Dispute,Afghanistan and the Anglo-Russian Dispute
7321, The Nibelungenlied|Translated into Rhymed English Verse in the Metre of the Original,The Nibelungenlied
7324, Tropic Days,Tropic Days
7325, Dreams and Days: Poems,Dreams and Days: Poems
7326, The Yeoman Adventurer,The Yeoman Adventurer
733, History of the Decline and Fall of the Roman Empire - Volume 3,History of the Decline and Fall of the Roman Empire - Volume 3
7333, Sidelights on Relativity,Sidelights on Relativity
7334, With Buller in Natal, Or, a Born Leader,With Buller in Natal, Or, a Born Leader
7335, Jack Harkaway and His Son's Escape from the Brigands of Greece,Jack Harkaway and His Son's Escape from the Brigands of Greece
7338, Studies in the Life of the Christian: His Faith and His Service,Studies in the Life of the Christian: His Faith and His Service
7339, An Account of Sa-Go-Ye-Wat-Ha, or Red Jacket, and His People, 1750-1830,An Account of Sa-Go-Ye-Wat-Ha, or Red Jacket, and His People, 1750-1830
734, History of the Decline and Fall of the Roman Empire - Volume 4,History of the Decline and Fall of the Roman Empire - Volume 4
7344, Archibald Malmaison,Archibald Malmaison
7345, Travels in Alaska,Travels in Alaska
7346, Among Malay Pirates : a Tale of Adventure and Peril,Among Malay Pirates : a Tale of Adventure and Peril
7347, The Lincoln Story Book|A Judicious Collection of the Best Stories and Anecdotes of the Great President, Many Appearing Here for the First Time in Book Form,The Lincoln Story Book
7348, The Jewel City,The Jewel City
735, History of the Decline and Fall of the Roman Empire - Volume 5,History of the Decline and Fall of the Roman Empire - Volume 5
7351, Expositions of Holy Scripture : St. Matthew Chaps. IX to XXVIII,Expositions of Holy Scripture : St. Matthew Chaps. IX to XXVIII
7353, Birds in Town & Village,Birds in Town & Village
7355, Texas|A Brief Account of the Origin, Progress and Present State of the Colonial Settlements of Texas; Together with an Exposition of the Causes which have induced the Existing War with Mexico,Texas
7356, The Boy Scout Camera Club; Or, the Confession of a Photograph,The Boy Scout Camera Club; Or, the Confession of a Photograph
7357, J. Cole,J. Cole
7358, Brought Home,Brought Home
7359, Indian Summer,Indian Summer
736, History of the Decline and Fall of the Roman Empire - Volume 6,History of the Decline and Fall of the Roman Empire - Volume 6
7360, The Tryal of William Penn & William Mead for Causing a Tumult|at the Sessions Held at the Old Bailey in London the 1st, 3d, 4th, and 5th of September 1670,The Tryal of William Penn & William Mead for Causing a Tumult
7361, A Brief History of Panics and Their Periodical Occurrence in the United States,A Brief History of Panics and Their Periodical Occurrence in the United States
7362, Life at High Tide,Life at High Tide
7363, Master Olof : a Drama in Five Acts,Master Olof : a Drama in Five Acts
7364, The Albany Depot : a Farce,The Albany Depot : a Farce
7365, If I May,If I May
7366, Three Comedies,Three Comedies
7368, Lifted Masks; stories,Lifted Masks; stories
7369, Jim Davis,Jim Davis
737, The Bobbsey Twins at School,The Bobbsey Twins at School
7370, Second Treatise of Government,Second Treatise of Government
7371, A Sicilian Romance,A Sicilian Romance
7372, Septimius Felton, or, the Elixir of Life,Septimius Felton, or, the Elixir of Life
7373, The Path to Rome,The Path to Rome
7374, An American Politician: A Novel,An American Politician: A Novel
7377, Five Lectures on Reincarnation,Five Lectures on Reincarnation
7380, Alone,Alone
7381, The Eustace Diamonds,The Eustace Diamonds
7385, Old Calabria,Old Calabria
7386, Egyptian Tales, Translated from the Papyri|First series, IVth to XIIth dynasty,Egyptian Tales, Translated from the Papyri
7388, The Poetical Works of Oliver Wendell Holmes - Volume 01: Earlier Poems (1830-1836),The Poetical Works of Oliver Wendell Holmes - Volume 01: Earlier Poems (1830-1836)
7389, The Poetical Works of Oliver Wendell Holmes - Volume 02|Additional Poems (1837-1848),The Poetical Works of Oliver Wendell Holmes - Volume 02
739, Henry Clay's Remarks in House and Senate,Henry Clay's Remarks in House and Senate
7390, The Poetical Works of Oliver Wendell Holmes - Volume 03: Medical Poems,The Poetical Works of Oliver Wendell Holmes - Volume 03: Medical Poems
7391, The Poetical Works of Oliver Wendell Holmes - Volume 04: Songs in Many Keys,The Poetical Works of Oliver Wendell Holmes - Volume 04: Songs in Many Keys
7392, The Poetical Works of Oliver Wendell Holmes - Volume 05|Poems of the Class of '29 (1851-1889),The Poetical Works of Oliver Wendell Holmes - Volume 05
7393, The Poetical Works of Oliver Wendell Holmes - Volume 06|Poems from the Breakfast Table Series,The Poetical Works of Oliver Wendell Holmes - Volume 06
7394, The Poetical Works of Oliver Wendell Holmes - Volume 07: Songs of Many Seasons,The Poetical Works of Oliver Wendell Holmes - Volume 07: Songs of Many Seasons
7395, The Poetical Works of Oliver Wendell Holmes - Volume 08|Bunker Hill and Other Poems,The Poetical Works of Oliver Wendell Holmes - Volume 08
7396, The Poetical Works of Oliver Wendell Holmes - Volume 09|The Iron Gate and Other Poems,The Poetical Works of Oliver Wendell Holmes - Volume 09
7397, The Poetical Works of Oliver Wendell Holmes - Volume 10: Before the Curfew,The Poetical Works of Oliver Wendell Holmes - Volume 10: Before the Curfew
7398, The Poetical Works of Oliver Wendell Holmes - Volume 11|Poems from the Teacups Series,The Poetical Works of Oliver Wendell Holmes - Volume 11
7399, The Poetical Works of Oliver Wendell Holmes - Volume 12|Verses from the Oldest Portfolio,The Poetical Works of Oliver Wendell Holmes - Volume 12
740, Remarks of Mr. Calhoun of South Carolina on the bill to prevent the interference of certain federal officers in elections: delivered in the Senate of the United States February 22, 1839,Remarks of Mr. Calhoun of South Carolina on the bill to prevent the interference of certain federal officers in elections: delivered in the Senate of the United States February 22, 1839
7400, The Poetical Works of Oliver Wendell Holmes - Complete,The Poetical Works of Oliver Wendell Holmes - Complete
7401, A Crystal Age,A Crystal Age
7404, John James Audubon,John James Audubon
7405, The Real Dope,The Real Dope
7409, An Essay on Criticism,An Essay on Criticism
741, Thomas Hart Benton's Remarks to the Senate on the Expunging Resolution,Thomas Hart Benton's Remarks to the Senate on the Expunging Resolution
7411, An Art-Lovers Guide to the Exposition|Explanations of the Architecture, Sculpture and Mural Paintings, With a Guide for Study in the Art Gallery,An Art-Lovers Guide to the Exposition
7413, Egyptian Tales, Translated from the Papyri|Second series, XVIIIth to XIXth dynasty,Egyptian Tales, Translated from the Papyri
7414, Poor White: A Novel,Poor White: A Novel
7415, A Shepherd's Life: Impressions of the South Wiltshire Downs,A Shepherd's Life: Impressions of the South Wiltshire Downs
7416, The Thirteen,The Thirteen
7417, The Resources of Quinola: A Comedy in a Prologue and Five Acts,The Resources of Quinola: A Comedy in a Prologue and Five Acts
742, Editorials from the Hearst Newspapers,Editorials from the Hearst Newspapers
7423, Mike,Mike
7548, Quotes and Images From The Confessions of Harry Lorrequer,Quotes and Images From The Confessions of Harry Lorrequer
7549, Quotes and Images From The Short Stories of Maupassant,Quotes and Images From The Short Stories of Maupassant
755, A Lady's Life in the Rocky Mountains,A Lady's Life in the Rocky Mountains
7550, Quotes and Images From The Works of George Meredith,Quotes and Images From The Works of George Meredith
7551, Quotes and Images From The Works of Michel De Montaigne,Quotes and Images From The Works of Michel De Montaigne
7552, Quotes and Images From Motley's History of the Netherlands,Quotes and Images From Motley's History of the Netherlands
7553, Quotes and Images From The Works of Gilbert Parker,Quotes and Images From The Works of Gilbert Parker
7554, Quotes and Images From The Diary of Samuel Pepys,Quotes and Images From The Diary of Samuel Pepys
7555, Quotes and Images From The Confessions of Jean Jacques Rousseau,Quotes and Images From The Confessions of Jean Jacques Rousseau
7556, Quotes and Images From The Works of Mark Twain,Quotes and Images From The Works of Mark Twain
7557, Quotes and Images From The Works of Charles Dudley Warner,Quotes and Images From The Works of Charles Dudley Warner
7558, Quotes and Images From Memoirs of Marie Antoinette,Quotes and Images From Memoirs of Marie Antoinette
7559, Quotes and Images from Memoirs of the Court of St. Cloud,Quotes and Images from Memoirs of the Court of St. Cloud
756, Arizona Sketches,Arizona Sketches
7560, Quotes and Images From Memoirs of Count Grammont,Quotes and Images From Memoirs of Count Grammont
7561, Quotes and Images From Memoirs of Louis XV. and XVI.,Quotes and Images From Memoirs of Louis XV. and XVI.
7562, Quotes and Images From Memoirs of Madame De Montespan,Quotes and Images From Memoirs of Madame De Montespan
7563, Quotes and Images From Memoirs of Louis XIV.,Quotes and Images From Memoirs of Louis XIV.
7564, Quotes and Images From Memoirs of Cardinal De Retz,Quotes and Images From Memoirs of Cardinal De Retz
7565, Quotes and Images From Memoirs of Louis XIV.,Quotes and Images From Memoirs of Louis XIV.
7566, Quotes and Images From Memoirs of Marguerite de Valois,Quotes and Images From Memoirs of Marguerite de Valois
7567, Widger's Quotes and Images from The Ink Stain by RenÃ© Bazin|The French Immortals: Quotes and Images,Widger's Quotes and Images from The Ink Stain by RenÃ© Bazin
6106, Definitions: Essays in Contemporary Criticism [First Series],Definitions: Essays in Contemporary Criticism [First Series]
6107, The Truth about Jesus : Is He a Myth?,The Truth about Jesus : Is He a Myth?
6108, Boy Scouts in a Submarine; Or, Searching an Ocean Floor,Boy Scouts in a Submarine; Or, Searching an Ocean Floor
6109, How to Study and Teaching How to Study,How to Study and Teaching How to Study
611, Prester John,Prester John
6111, Over Prairie Trails,Over Prairie Trails
6112, Nature and Human Nature,Nature and Human Nature
6113, A Day of Fate,A Day of Fate
6114, The Young Firemen of Lakeville; Or, Herbert Dare's Pluck,The Young Firemen of Lakeville; Or, Herbert Dare's Pluck
6115, The Long Chance,The Long Chance
623, The Battle of the Books, and other Short Pieces,The Battle of the Books, and other Short Pieces
6230, The Battle of the Strong: A Romance of Two Kingdoms - Volume 1,The Battle of the Strong: A Romance of Two Kingdoms - Volume 1
6231, The Battle of the Strong: A Romance of Two Kingdoms - Volume 2,The Battle of the Strong: A Romance of Two Kingdoms - Volume 2
6232, The Battle of the Strong: A Romance of Two Kingdoms - Volume 3,The Battle of the Strong: A Romance of Two Kingdoms - Volume 3
6233, The Battle of the Strong: A Romance of Two Kingdoms - Volume 4,The Battle of the Strong: A Romance of Two Kingdoms - Volume 4
6234, The Battle of the Strong: A Romance of Two Kingdoms - Volume 5,The Battle of the Strong: A Romance of Two Kingdoms - Volume 5
6235, The Battle of the Strong: A Romance of Two Kingdoms - Volume 6,The Battle of the Strong: A Romance of Two Kingdoms - Volume 6
6236, The Battle of the Strong: A Romance of Two Kingdoms - Complete,The Battle of the Strong: A Romance of Two Kingdoms - Complete
6237, The Lane That Had No Turning, Volume 1,The Lane That Had No Turning, Volume 1
6238, The Lane That Had No Turning, Volume 2,The Lane That Had No Turning, Volume 2
6239, The Lane That Had No Turning, Volume 3,The Lane That Had No Turning, Volume 3
624, Looking Backward, 2000 to 1887,Looking Backward, 2000 to 1887
6240, The Lane That Had No Turning, Volume 4,The Lane That Had No Turning, Volume 4
